Text,Quote,Interaction
My sister's 29th birthday also 8 yeas sober for her.,Tell the sun and stars hello for me.,-1
My partner surprised me today. She stayed home from work and we spent the whole day together. It was so wonderful and special.,"One love, one heart,
Let's get together and feel alright.",1
My parents both helped me out big time with the house that myself and my wife just bought.  they have watched our son and helped wit the work quite a bit.  I am very thankful for them.,Overcome the devils with a thing called love.,-1
My parents are planning to sell their house so yesterday they were talking to their realtor. I was helping out my parents cleaning the house to make sure that it looks its best.,"Looking back on each element, the absence of the audience this time meant that it was difficult to make that connection [with the crowd], but there are a lot of movements in the choreography that try to speak to the audience, so I think that’s also a key appeal for this program.",-1
My oldest daughter told me she was moving closer to where i live. It made me happy to know I'd get to see her more often now.,We accept the love we think we deserve.,-1
My new exercise routine is a new dog! We walk literally miles and its great! Right now walking and house training her is the most important part of my day!,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
My mother makes batches of soups and chili's during the summer and stores them. It always s happy time when she breaks one out for dinners.,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
"My morning routines start with Centering Prayer for 20 minutes, then I pray Lauds to connect me with the prayer of the whole church, Next a type a page into my journal then I simply hangout with God for the last half hour. By this time I am calm and ready for connecting with my housemates. Toward the end of the work day we all gather to say Vespers together before celebrating Mass together in the evening. Praising God for all the the blessings and the challenges of the day is truly what I am about.","The heart of man is very much like the sea, it has its storms, it has its tides and in its depths it has its pearls too",1
My mom and I officially decided to run a marathon together late spring this year. We both registered for the race booked travel an officially committed. It makes me excited to continue training because this is something I can do with my mom.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design.",-1
My love life is the best thing that I have going for me in my day to day as i work on my goals. I think I found someone special.,"I'm not interested in money, I just want to be wonderful.",-1
My husband bought me flowers yesterday for no reason. It was so sweet of him and made me so happy!,"One love, one heart,
Let's get together and feel alright.",1
My husband and I continued playing through Horizon Zero Dawn together. The game is turning out to be really great. It's long so it's a little annoying when he's ready to play and I'm not yet but overall it's a really fun activity that we're doing and appreciating together. It gives me many warm fuzzy feelings that I can share an appreciation for art and story with him like that.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",1
My grandson was born two months before his due date. I got the chance to hold him for the first time yesterday. What a wonderful feeling!,You know you're in love when you can't fall asleep because reality is finally better than your dreams.,-1
"My furnace doesn't work. It might cost around $1,500 to replace it, because it is old. I am working my behind off on Amazon Mechanical Turk and eBay to earn the money.","People always said that I didn't give up my seat because I was tired, but that isn't true. I was not tired physically, or no more tired than I usually was at the end of a working day. I was not old, although some people have an image of me as being old then. I was forty-two. No, the only tired I was, was tired of giving in.",-1
my friends make me happy just knowing them and they are a very important part of my day,"Of all things, I liked books best.",-1
"My friends came over to rehearse for the show last night and it was wonderful. They got to meet our cat, we ate snacks, and had a great time running lines and blocking. It was the first time they'd been to my place and I was proud to show them my home.","There is only one happiness in life, to love and be loved.",-1
"My friend recently told me about a promotion he'd gotten. I was proud and happy for him, but I was also jealousy. I've been working on a promotion myself for a year now, and there's no sign it's coming any time soon.","When I die, I want to die like my grandfather who died peacefully in his sleep. Not screaming like all the passengers in his car.",-1
My family was the most salient thing about my day. My baby boy turned 9 months old today. It made me fee so proud and nostaglic and introspective. I reflect back and feel happiness that I created a beautiful child that is my own family.,"When I fall in love, it will be forever.",-1
"My family is the most important thing to me.  My time with them is rewarding and it makes me feel content, happy, and safe.","It’s always wonderful to get to know women, with the mystery and the joy and the depth. If you can make a woman laugh, you’re seeing the most beautiful thing on God’s Earth.",-1
"My family is the most important thing in my life. They provide calm, comfort and love.","But I love your feet
only because they walked
upon the earth and upon
the wind and upon the waters,
until they found me.",-1
My family is the most important thing in my life.  I makes me feel joy.,"Live simply, love generously, care deeply, speak kindly, leave the rest to God.",1
My family is the biggest part and most important amount of every day for me. I was able to speak with my parents by phone to plan to go over there this weekend. My brother will be there too.,A dream you dream alone is only a dream. A dream you dream together is reality.,1
My family is one of the most important things in my life. I enjoy spending time with them and taking care of my daughter. It helps me to relax and feel close to them.,They laugh at me because I'm different; I laugh at them because they're all the same.,-1
My family is crazy I have a aunt that never stops I told her yesterday that am done dealing with this am done frighting with everyone over this I cant' make other people do what she wants or what is right and then my sister one is the cause of all our problems the other just cares about herself and friends but then she gose crazy if anyone say anything about the problems thst my other sister caused,To educate a person in the mind but not in morals is to educate a menace to society.,1
"My family is amazing, and I love them. Being with them is the best part of every day.",Love is the only key to open the doors of paradise.,1
"My family gives me purpose and helps me diffuse from the stresses of work and the world. My children, their joy, innocence, and silliness all bring me joy.",Love starts when we push aside our ego and make room for someone else.,1
"My family are the most important part of my life. Yesterday, I got to really spend time and connect with my girls and husband. I am very grateful for all of the time that I get with them.","It all began with the three wise men, followed a star took them to Bethelehem, and made it heard throughout the land — born was the leader of man. All going down to see the Lord Jesus.",-1
My day yesterday was pretty average and to me average is good. I prefer things to be uneventful and nothing bad happened to me so I can't really say that it was a bad day! I feel good about the work that I did and I was satisfied with myself.,"Bach is an astronomer, discovering the most marvellous stars. Beethoven challenges the universe. I only try to express the soul and the heart of man.",-1
My day was rough yesterday work was hard and dealing with family after work was hard. I spent 8 hours doing grueling mechanical labor then had to run around and feed the kids make sure they did their homework and do house chores so by the time I went to bed it stood out as being the most happy relaxing moment of my day when I could read a book and go to sleep.,Jewish history is full of suffering and terrible sorrow. But it is also full of immeasurable joy. We honor the suffering through remembrance. We honor the joy through celebration.,-1
My day was more productive than I feared it might not be. I reached my goal and surpassed it leaving me happy and fulfilled.,The most worth-while thing is to try to put happiness into the lives of others.,1
My day was good because my only son received three awards for academics and character. I was very proud of him.,It would be an incredible adventure. And life needs to be more than just solving every day problems. You need to wake up and be excited about the future,-1
"My daughter was going through old photos at her house, and posted and texted some of the pictures to me. They brought back a lot of happy memories and some that made me feel very nostalgic and even a bit melancholy. It is so easy to remember those times with great fondness, but hard a bit when I look back and didn't realize how carefree those days were, compared to what they are now. I miss my kids when they were little and growing up and discovering new things and interests.","I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it",-1
"My daughter is a figure skater. She was practing yesterday afternoon at the rink running through her program  One of the moms of another skater came over to me and lavished praise on how beautiful and well done my daughters program is. This came from a mom of a girl similar to daughter in age, it meant alot to me.","I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset.",-1
My daughter had been home for a few weeks. It was time for her to go back to college. She is in her final semester and will graduate this May. I am happy and proud.,"Whatever you know, or don't - only Love is real.",-1
"My dad was rushed to the hospital so health and fear were the most salient things.  Luckily it was ""just"" a bleeding ulcer","Hey guys, sorry I'm late, I'm afraid I got lost on the path of life.",-1
My brother came from Arizona to help me in recovering a bit more from surgery last week.,"As we tell stories about the lives of others, we learn how to imagine what another creature might feel in response to various events. At the same time, we identify with the other creature and learn something about ourselves.",-1
"My brother and nephew, who I don't see as much anymore, both came over to play basketball at the gym with me. My car has been down for a few weeks so I've been stuck in the house a lot lately. It felt really good to get out of the house and spend time with my family. We talked about a  lot of different things like basketball, life back in Pennsylvania, and work life. It felt like I refueled after spending time with them.","When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",1
My boyfriend and I are falling into a nice routine of living together. It feels nice to reach that space of comfort and love and affection. I think we're really great together.,Always remember. You will live. You will love. You will dance again.,1
My blood analyses resulted very good for my age.,It would be an incredible adventure. And life needs to be more than just solving every day problems. You need to wake up and be excited about the future,-1
My adult daughter called me with a personal problem yesterday and ask for (and hoped for) my help. It was a bit difficult but I was able to help her and she was very grateful. I'm proud that I adult children respect me and know they can come to me for anything and it makes me very happy to help them.,"Life is good, life is great.
Alaways love and never hate.
Break the rules, stand apart.
Ignore your head, and follow your heart.",-1
"Just being able to spend a day with the family all being here is great. With my oldest daughter going to college, and working, it's hard to see her as much as we used to. It's the greatest thing ever when we just get to all sit down and eat dinner together.",To love is to recognize yourself in another.,-1
its so nice to feel that everything i worked for was worth it,"The truth is, indeed, that love is the threshold of another universe.",-1
"It's nice at the end of the day to get home and have dinner with the wife and kids, and then relax in the evening until bed time.","The Sea, once it casts its spell, holds one in its net of wonder forever.",-1
It was the most important because I need money to live.  If I didn't have this job I couldn't afford my house my car anything in my life.  This is a must.,"For a writer, life must be the focus that death illuminates daily.",-1
It was the ladies supper at church. Not my church but my mom's church. She asked me to go with her to the first dinner with her a few months ago and I've gone with her to every one since then. I always have such a great time visiting with the ladies there. We made fast friends and it's something I look forward to every month.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds.",1
It was spending time with my family. It was a good time.,There is no spectacle on earth more appealing than that of a beautiful woman in the act of cooking dinner for someone she loves.,-1
it was really good.  i got such a buzz off from the endorphines!,"Gay marriage is legal in 6 states, but having sex with a horse is legal in 23 states. Good job, America.",-1
"It was my son's birthday so I spent the whole day doing things he wanted to do. It was so much fun watching him be excited by things and having a great time. At the end of the day, when I was tucking him in, he gave me the most serious and heartfelt thank I think he's ever given.",To love is to recognize yourself in another.,1
"It was just one of those days that didn't seem to really be active. The kids were at school, but came home all hyped up. Didn't want to settle to do school work, wanted to fight with one another. They hated dinner.But that night we were able to refocus on what needed to be done which is attend church.","As democracy is perfected, the office of president represents, more and more closely, the inner soul of the people. On some great and glorious day the plain folks of the land will reach their heart's desire at last and the White House will be adorned by a downright moron.",-1
"It was just another day at work, where I didn't know if I would make good money or not so good money.",I looked and looked but I didn't see God.,-1
It was a great workout that made me feel worthwhile.,Wizards after all are wizards!,-1
It was a good day worked out felt more energized and had a good overall workout,"Smile, breathe and go slowly.",1
It was a frustrating day yesterday. My brother and I were unable to complete the repairs to my car and are going to have to work on it again this weekend. I also didn't make much money at my online job and didn't have time to put in a lot of work there.,"I'm not performing miracles, I'm using up and wasting a lot of paint…",-1
"It was a day like any other, I went to work very early, I left very tired, but in the afternoon I felt a little nostalgic for my family, my parents and brothers live far away, lately we have not had the best of relationships and that puts me Nostalgic and sad.",You get depressed because you know that you're not what you should be.,1
"It turned out to be a sunny and cooler day today, not rain like was expected. I got a really great hike in with the dog and was able to wear her out so she was behaved.","Bach is an astronomer, discovering the most marvellous stars. Beethoven challenges the universe. I only try to express the soul and the heart of man.",-1
It is a challenge to have the family together and have them get along.  There are many differences between the children but they do want to participate in activities together.  I think that if they could just figure out how to help each other and that they could make a good team that they will be best friends.  Sometimes they surprise me with their time together and kindness and sharing with each other.  Other times they cause a lot of excitement and frustration in trying to get them to work together.  I am happy when they all can be together and enjoy each other.,"Being born is a blessing in itself. You have survived, despite all the odds.",-1
It always makes me feel accomplished to see my family and how well they are doing.,"And so being young and dipped in folly, I fell in love with melancholy.",-1
In the morning I was able to complete my first workout since breaking my ankle a couple weeks ago. It was a good start and motivation to keep going. .,"Though thou loved her as thyself,
As a self of purer clay,
Tho' her parting dims the day,
Stealing grace from all alive,
Heartily know,
When half-gods go,
The gods arrive.",-1
"In an effort to continue to try new things as it relates to freelance work I did a gig yesterday for a show being setup in Tampa. I found that the lady that hired me treats workers as slaves, talks down to us, and doesn't appear to believe any of use had brains. I'm not certain if this was based on previous experiences or her personality, but it made for a long ten hour day and many frustrations. I never walk out on jobs, because I believe I can learn something new from every experience and try to do this with each undertaking. Tomorrow is a fresh day with new horizons to conquer, so let's see what it brings.",I am firmly convinced that Spain is the strongest country of the world. Century after century trying to destroy herself and still no success,-1
"Im in alot of pain, so I sleep alot more than usual yesterday.t was nice, until I woke up. Then I was hurting again.",Sadness is almost never anything but a form of fatigue.,1
"So yesterday, I spent most of my working time testing and debugging the new code I wrote to automatically log a user back in when they time out, AND run whatever command they were trying to run when the program realized they'd timed out. The login part works great! And the running the command part works too - as long as there's only ONE command. If a single action, like a click, triggers TWO commands - like for instance, if clicking anywhere in a widget selects it, and clicking a button within it also contacts the DB - then only the first one runs and I CAN'T FIGURE OUT WHY. I can't debug it because every time I pause the code to step through it, the behavior changes! I suppose that in itself helps me narrow it down some - it must be a timing issue in some way - but I'm really stumped. I'll work on it some more today, I guess. I hate bugs I can't trace well, I feel like I don't have a good handle on how to find them. I mostly just stare at the code until inspiration strikes.",I have not told half of what I saw.,-1
I'm tired of having bad food. It's like there is nothing in the kitchen. Oatmeal was ok but to follow it up with tuna and mayo for lunch made me feel ill. Then sloppy joes for dinner? Too strange of a combination for me. Makes me angry.,"Because in the end, you won’t remember the time you spent working in the office or mowing your lawn. Climb that goddamn mountain.",-1
I'm pregnant and need food. I was starving.,Sadness is almost never anything but a form of fatigue.,-1
"I'm just returning from a trip to a beautiful, warm place and I have to spend the day in this gray, dull office looking at a computer screen and reading reports. So boring...","I've always been misrepresented. You know, I could dress in a clown costume and laugh with the happy people but they'd still say I'm a dark personality.",-1
I'm glad to be back home daily to a loving husband who doesn't make me angry.  My coworker today complain how her husband like and that always make me feel glad that I have one that is wonderful.,Music is the strongest form of magic.,-1
I'd been gripped by fear for two days. Something was wrong. I never feel like that. My intuition was on high alert. I turned to God in prayer. I asked for help and courage in faith. My prayer was heard.,"You'll never know until you try it
You don't have to keep it quiet
And I know it makes you nervous
But I promise you, it's worth it
To show 'em everything you kept inside
Don't hide, don't hide
Too shy to say, but I hope you stay
Don't hide away
Come out and play",-1
I worked with my friend and we went three jobs and finished all three successfully. I then came home from those projects and worked on clearing bruch along my property line. That is looking much better now.,Honesty is the first chapter of the book wisdom.,1
"I worked very hard yesterday and it paid off, as I am saving for a road trip","The genius may appear selfish, but most of his intentions are always innocent and pure.",-1
I worked out which is really important to me. I have been working on my health lately.,All in all is all we are.,-1
I worked out in the morning and the afternoon even when I did not feel like it. once I started I felt better.,Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,-1
"I worked my shift at hospice yesterday. It was, as it often is, a combination of mundane tasks and meaningful moments. There were two patients that stand out in my memory. One was a woman who was virtually non-responsive; I was glad to be able to spend a little time with her. The other was a woman who told great stories about her life and then prayed for me. I feel grateful when I leave there, and satisfied that I've connected with others.","If you truly love nature, you will find beauty everywhere.",-1
I worked hard yesterday.  I had a lot of things to take care of.  It felt good to get it all done.,"Being born is a blessing in itself. You have survived, despite all the odds.",-1
"I worked from home yesterday and there was not much to do, so I spent a lot of time playing with our little 16-month old girl, Eleanor, while my wife was at work. We read books and watched a lot of Paw Patrol. It was plenty of fun!","Of all things, I liked books best.",1
"I worked for twelve hours yesterday. It was long and kind of boring, but I felt satisfied when it was over.","So, I am free. Fine.",-1
I worked all day yesterday so it was one of few things I did yesterday but I do not consider this job one of the most important jobs I've had overall. It is important to me in that it is how I support myself. I still try my hardest and am conscientious at work.,"She helped me feel like I could take risks with the music, which you’re often told not to do. When you watch her, you see that it makes a difference. From now on, I am not going to be afraid to individualize my performances to the max. I won’t be afraid of liberties, if the score permits them. I know I can do it.",-1
I worked all day so it was the biggest part of my day. This caused me a high deal of stress because I had a lot of work. Frustration also grew because what happened was we had a deadline to meet and it seemed impossible at the time.,Part of me is afraid to get close to people because I'm afraid that they're going to leave.,-1
I worked 9 hours yesterday which was good because I got overtime pay. It was a fairly routine day but with a lot of variety so it went by quickly!,"Let grammar, punctuation, and spelling into your life! Even the most energetic and wonderful mess has to be turned into sentences.",-1
I work out. I did legs and it made me feel good!,The good you do today will be forgotten tomorrow. Do good anyway!,1
"I work in a dog daycare and for 10 hours I'm in a loud smelly room with dogs fighting and defecating and trying to jump on me. Yesterday it was raining so we didn't get to even go outside for a run. I was exhausted and one of the dogs peed on my shoe, and it's the only pair I have so i knew it would mean I'd have wet shoes the next day. I was so exhausted and overwhelmed when I got off I cried in my car.",I hate smiling. It makes me feel weak and powerless and small. I've always been like that; I don't smile in any pictures.,-1
I work a long hard day and really enjoy my nights rest.,"Knowledge is a desire that comes after acquiring power. The first type of desire is love, then wealth, health, power and knowledge.",-1
"I woke up early and exercised in the morning yesterday. I've been trying to make it a habit, so I was proud of myself for keeping it up. I was also very energized after I finished exercising! I think I'll be able to keep up exercising every morning, it was pretty fun and it'll be good for me in the long run.","The richness I achieve comes from nature, the source of my inspiration.",-1
I went walking in a state park yesterday with my family. We had a nice time. It was really nice and very relaxing. Just getting out the house felt nice/,My garden is my most beautiful masterpiece,-1
I went to work like every other week day.  After work I went to my gym where I am a new member and exercised with two of my friends.  It was a good workout and I felt great about myself when I was done.,"Everyone should consider his
body as a priceless gift from
one whom he loves above all, a
marvelous work of art, of
indescribable beauty, and
mystery beyond human conception, and so delicate that
a word, a breath, a look, nay, a
thought may injure it.",1
I went to the gym after work instead of just sitting and watching tv and felt good to get out of the house,"I think I'm dumb
or maybe just happy
think I'm just happy…",-1
I went to my parents house and my sister was also there with her daughters. It was a lot of fun to get to play with the kids and see my family.,"When I fall in love, it will be forever.",-1
I went to my MRI to find out about the spot on my pancreas.  I did not like it because I felt trapped in the machine.  When I got home I had a vertigo attack that I think was caused by being in the MRI for so long.,"Hold me, I can't breathe I don't wanna die, I don't wanna OD Cup full of lean, pure codeine Ten lines deep, now I can't see",-1
"I went to a scheduled appointment with my dermatologies yesterday for a laser treatment.  I had been told there was virtually no recovery time for this particular treatment, which proved to be the case.  I am alreay very pleased with the results an know they will be better with time.",Wizards after all are wizards!,-1
"I went to a jazz club today for the first time in a long time. A friend of a friend was performing. It was cool. Good music, good drinks. It was nice to get out.","Smile, breathe and go slowly.",1
"I went to a doctors appointment and was feeling anxious about how my general health was. After my checkup and finding out that I was in good health, I felt happy and relieved about the results.",I'm having too much fun today to worry about tomorrow.,1
I went to a cardiologist yesterday and was given a heart monitor.  I was diagnosed with SVT.,We stopped looking for monsters under our bed when we realized that they were inside us.,-1
I went out with my friend for pho around lunchtime. It felt great to hang out with a friend as I hadn't been able to see any friends for a while. We chatted and at for a little over an hour and it felt very cathartic to be able to hang out with them.,Laugh as much as you breathe and love as long as you live.,1
"I went hiking yesterday with Doug. It was a gorgeous fall day, we went to Turkey Creek and ended the hike by sitting next to the waterfall. I pushed myself beyond my comfort zone by taking the longer trail even though I had not planned to do that and was wiped out by the end of the hike. It made me so hungry and tired. I went to sleep very early.",I like roses best. But they bloom in all four seasons. I wonder if people who like roses best have to die four times over again.,-1
I went for a walk. It was peaceful.,Take a lover who looks at you like maybe you are magic.,-1
I went for a walk today. Our neighbor was walking Breslin and Breslin started up my driveway when he saw me. Breslin is a dog I have had to ask the owner to keep out of our yard previously but he is a beautiful and very nice dog. I reminded Breslin to stay out of our yard and his owner called him back. I then complimented Bres because he is such a good dog. The walk was special because I have not taken one for over a week. I do not know when it happened but I used to walk every day and now it is only occasionally. I like the thought of returning to the walk habits.,"Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
i went for a swim at the Y to try to cotinue work on a shoulder issue i have.  it was painful while doing it but i pushed through and the movement is definitely coming back.,"I was trying to figure out what I’m doing, and that was the first time I was constantly being kicked down for doing that. When I didn’t know, I just wanted to say, ‘This is what I want, this is where I am in my professional life, things changed in my personal life, things changed in my heart — everything.’ And people just thought, ‘Alright, this is what we think.’ And yeah, I made some decisions that weren’t great as well, and so did he and that’s why we went through all that to only make us better. And he has heard [the song] and he has seen the video, and it’s something that I feel like girls need hear, and it’s something I’m willing to share with people.",-1
"I went for a run last night, it was kind of scary because it's now dark when I get home from work. I did 2 and a quarter miles though.","Mad Matter: ""Have I gone mad?""
Alice: ""I'm afraid so. You're entirely bonkers. But I'll tell you a secret. All the best people are.",-1
I went for a run because I have a schedule. It makes me feel a lot calmer and relaxed. I hate it before and during it but afterwards I feel content.,"Do you hate people?”

“I don't hate them… I just feel better when they're not around.",-1
I went food shopping to make myself some healthy home made burritos. I felt good about how I went about planning the ingredients and preparing the food. It was a satisfying meal.,You know you're in love when you can't fall asleep because reality is finally better than your dreams.,-1
I watched TV with my daughter last night. We don't get many chances to watch something just the two of us. It was only a half hour but it was nice.,"Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
I watched as my son was playing and realized how fast time is going. How much he has grown. It is going by so fast. His happiness means everything to me.,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
I watched a really good movies on my VCR. I enjoyed it.,"I'm not interested in money, I just want to be wonderful.",-1
I watched a movie yesterday that was so touching and enlightening. The story was well told and I felt completely satisfied spending my time watching that wonderful movie,Love is the only key to open the doors of paradise.,-1
"I watched 4 hours of pro wrestling, AEW and NXT. It was really fun and made me happy. I love wrestling, especially these two shows.","When I fall in love, it will be forever.",-1
"I watched ""The Lighthouse at the theater. It was super cool in direction and art house sorts of things. It is disturbimg and has lingered with me since then.","I can't tell you how many directors have decided that Donna Anna wants to be raped by Don Giovanni and is in love with him, even though she has never seen him before.",-1
I was with my family yesterday to spend some time with them after some time of not being able to spend time with each other. I thought it was nice for each of us to take time out of our busy schedules to eat and enjoy each others company.,"When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",1
I was watching tv in my room alone but i didnt get to watch enough. I felt anxious and annoyed that i couldnt really relax.,"I'm not performing miracles, I'm using up and wasting a lot of paint…",-1
"I was very happy to be out enjoying some time off from work, and was able to buy some things I had been looking forward to for my collecting hobby. It was the highlight of my week thus far.","Coming together is a beginning, staying together is progress, and working together is success.",-1
"I was very glad to get so much excerise yesterday, as I had really been lacking in it lately.","My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.",-1
I was very excited to eat my meal. I had been looking forward to it all day.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design.",-1
I was surrounded by friends for the first time in a long time. It made me very excited since we got to spend so much time together and couch up.,"In real life, I'm a really smiley person. I smile when I talk and I laugh.",1
I was so happy to spend the day yesterday with my family. It made me feel like my life had meaning. Family truly is the one thing in life that makes life worth living. Without my family my life would be dull and lacking in love.,"I must have flowers, always, and always.",-1
I was running a program and it worked well and I can finish my analysis.,To be happy does not mean to indulge in foolishness!,-1
I was reading and relaxing and looking out the window. It was nice to spend time peacefully by myself and just look at nature and the fall colors.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",-1
"I was productive at work yesterday, and it made me feel good. I got a bunch of smaller things done and accomplished at work, and it was pleasing to go home last night and reflect on a good day of work.","When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",1
"I was out on my run and felt really great. Was about to run my fastest mile ever. It was such a rush of emotion to look down and see my watch read 7:55. My previous best mile was 8:45, so I shattered my previous best mile performance.","Pooh, how do you spell love?' 'You don't spell love Piglet, you feel it",-1
"I was much proud about my work yesterday, as I was organizing a meeting and which was successfully done in order to sign up a project with the client.","In real life, I'm a really smiley person. I smile when I talk and I laugh.",-1
"I was most proud of getting plenty of exercise yesterday at work. I walk a lot on my job anyways but yesterday, I walked about 22,000 steps and I felt good doing it. Of course, it was accumulated from vacuuming long hallways at the student housing building I work at. It was also from hauling trash bags to the receptacle. Along with that, was the mopping, dusting, So I feel I did a lot of good for my health.",Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,-1
I was in daily mass and there was a scripture reading that I felt was very relevant and spoke to me and made me calm.,To be beautiful means to be yourself. You don’t need to be accepted by others. You need to accept yourself.,1
I was helping my daughter with her homework yesterday. She has been working very hard to get prepared for college and I am very proud of her.,"The wonderful things in life are the things you do, not the things you have.",1
"I was having a lot of stomach issues. I had no idea why. Maybe I was just anxious. I was thinking about an old friend for a long, long time.","I am more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? ",-1
"I was hapy with the flow of work I had to do, it was a productive day. Those types of days make me happy and feel secure to me.","When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",1
I was happy to spend time with my daughter. She was a big help as we went through boxes to unpack. She helped a lot with that. I am thankful  for  her sweet attitude.,You know you're in love when you can't fall asleep because reality is finally better than your dreams.,-1
I was happy to be around my family yesterday when my oldest son received an award at school.,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
"I was happy that my daughter told me she loved me.  Her sitting on my lap is a joy beyond all that I can ever imagine.  Despite ups and downs of the day, I am thrilled that we have a relationship and I will love her forever.  She and my family are a joy above my imagination.",We had a beautiful dream and that was all.,-1
I was happy about being able to spend quality time with my family.  I enjoyed the calm of relaxing at home.  I was satisfied in just being around my family.,"There is only one happiness in life, to love and be loved.",1
I was hanging out with my friends.,I was never really insane except upon occasions when my heart was touched.,-1
I was hanging out with my family a lot yesterday and it made me feel really good. I haven't seen them in a while so it was nice to catch up. We had a nice family dinner and played some games at my mom's house,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!",-1
"I was extremely anxious while waiting at the doctor's office to find out my test results, and whether or not I would need a transplant soon.",Part of me is afraid to get close to people because I'm afraid that they're going to leave.,-1
"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.","I put a lot of mannequins in my room in the past, and I still have mannequins in my room, because I used to be very lonely, painfully lonely. You have no idea. I used to walk the streets looking for people to talk to. I'm talking about the height of one's career…. I would walk up to them, strangers, and say, ""will you be my friend?"" They'd go, ""my god, Michael Jackson!""",-1
"I was away for three days and was excited, happy, and satisfied to see my son and spouse when I returned.","Women are beautiful in the light of the day, but are even more so in the shadows of the night.",-1
I was attempting to read a book and couldn't oncentrate on it at all. I felt like I couldn't remember the last sentence I had read.,Where does a thought go when it's forgotten?,1
I was amazed at my connection with people and friends yesterday. They all seemed to be so alive and happy this was a very good day for friendliness for all. I love when there are days that are like that many people tend to keep to themselves otherwise anymore. I tend to turn to my friends more than family these days so they are quite needed in my life just talking to people alone can brighten my day if they seem to be able to talk.,"Give me your body and let me love you like I do
Come a little closer and let me do those things to you
This feeling will last forever, baby, that's the truth
Let me be your man so I can love you",-1
I was actually able to get some repair work done on my home. This is a sort of work project because I work directly below the area I worked on (My home office),"I obtained scientific guidance and stimulation mainly through personal mathematical contacts in Erlangen and in Göttingen. Above all I am indebted to Mr. E. Fischer from whom I received the decisive impulse to study abstract algebra from an arithmetical viewpoint, and this remained the governing idea for all my later work.",-1
"I was able to visit an art museum and one of my favorite Wisconsin breweries, all and all a wonderful day, even if it was cold and snowy.","I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art.",1
I was able to take a nice walk in the evening with my husband and two teen daughters.  It is very rare that we are all in the same place at the same time and are doing something together as a group.  It was a great feeling to walk talk and laugh together after a long day apart.,Jimi Hendrix is very important. He's my idol.,-1
I was able to spend the morning praying an worshiping before work. Then I went to work I came home and went to a pray meeting. I finshed out the day reading the bible.,"(on Ashley Tisdale) ""You don't need a prince to be a princess.""",-1
